
;NB_triplets
Nb triplets;48751

;NB_o
Nb "o";22185

;NB_s
Nb "s";14637

;NB_p
nb "p";6

;ID;NAME;NB
Distribution of linked "o";"18880223";1
Distribution of linked "o";"19451113";1
Distribution of linked "o";"18220310";1
Distribution of linked "o";"19050831";1
Distribution of linked "o";"19300730";1
Distribution of linked "o";"19671113";1
Distribution of linked "o";"18630810";1
Distribution of linked "o";"19190205";1
Distribution of linked "o";"20051021";1
Distribution of linked "o";"19380304";1
Distribution of linked "o";"19410225";1
Distribution of linked "o";"19930601";1
Distribution of linked "o";"19780715";1
Distribution of linked "o";"19601207";1
Distribution of linked "o";"19880307";1
Distribution of linked "o";"11460101";1
Distribution of linked "o";"17870801";1
Distribution of linked "o";"18760705";1
Distribution of linked "o";"18910415";1
Distribution of linked "o";"19451015";1
Distribution of linked "o";"19810304";1
Distribution of linked "o";"18620602";1
Distribution of linked "o";"19480229";1
Distribution of linked "o";"17430301";1
Distribution of linked "o";"18170301";1
Distribution of linked "o";"17581026";1
Distribution of linked "o";"17531104";1
Distribution of linked "o";"19200120";1
Distribution of linked "o";"19890615";1
Distribution of linked "o";"19020922";1
Distribution of linked "o";"19811019";1
Distribution of linked "o";"19750601";1
Distribution of linked "o";"18470216";1
Distribution of linked "o";"19230605";1
Distribution of linked "o";"19530804";1
Distribution of linked "o";"19520305";1
Distribution of linked "o";"19160406";1
Distribution of linked "o";"19720207";1
Distribution of linked "o";"18880724";1
Distribution of linked "o";"19190126";1
Distribution of linked "o";"19761218";1
Distribution of linked "o";"19130720";1
Distribution of linked "o";"20090131";1
Distribution of linked "o";"Q69439";1
Distribution of linked "o";"17640904";1
Distribution of linked "o";"18830922";1
Distribution of linked "o";"18010329";1
Distribution of linked "o";"18800227";1
Distribution of linked "o";"19450716";1
Distribution of linked "o";"20120911";1
Distribution of linked "o";"18360327";1
Distribution of linked "o";"18800910";1
Distribution of linked "o";"18251123";1
Distribution of linked "o";"18870503";1
Distribution of linked "o";"19570218";1
Distribution of linked "o";"20080801";1
Distribution of linked "o";"17820306";1
Distribution of linked "o";"18471118";1
Distribution of linked "o";"18121030";1
Distribution of linked "o";"18890305";1
Distribution of linked "o";"19760211";1
Distribution of linked "o";"19790620";1
Distribution of linked "o";"19280829";1
Distribution of linked "o";"18860407";1
Distribution of linked "o";"19631019";1
Distribution of linked "o";"19060623";1
Distribution of linked "o";"17570901";1
Distribution of linked "o";"18430513";1
Distribution of linked "o";"19740126";1
Distribution of linked "o";"18911208";1
Distribution of linked "o";"19501002";1
Distribution of linked "o";"19050718";1
Distribution of linked "o";"18570513";1
Distribution of linked "o";"17690525";1
Distribution of linked "o";"18400522";1
Distribution of linked "o";"19101213";1
Distribution of linked "o";"19861030";1
Distribution of linked "o";"19460113";1
Distribution of linked "o";"18741003";1
Distribution of linked "o";"19280228";1
Distribution of linked "o";"18630323";1
Distribution of linked "o";"19330420";1
Distribution of linked "o";"18440830";1
Distribution of linked "o";"19130614";1
Distribution of linked "o";"18311028";1
Distribution of linked "o";"Q1006224";1
Distribution of linked "o";"19590302";1
Distribution of linked "o";"18960224";1
Distribution of linked "o";"18900619";1
Distribution of linked "o";"19740129";1
Distribution of linked "o";"19420527";1
Distribution of linked "o";"19521124";1
Distribution of linked "o";"19440608";1
Distribution of linked "o";"20160116";1
Distribution of linked "o";"19160817";1
Distribution of linked "o";"19870506";1
Distribution of linked "o";"19430210";1
Distribution of linked "o";"03660925";1
Distribution of linked "o";"17980827";1
Distribution of linked "o";"18971129";1
Distribution of linked "o";"17030101";1
Distribution of linked "o";"Q6198130";1
Distribution of linked "o";"19250504";1
Distribution of linked "o";"19400709";1
Distribution of linked "o";"19890607";1
Distribution of linked "o";"19390526";1
Distribution of linked "o";"18991211";1
Distribution of linked "o";"19971029";1
Distribution of linked "o";"19480527";1
Distribution of linked "o";"19160627";1
Distribution of linked "o";"19740104";1
Distribution of linked "o";"20080610";1
Distribution of linked "o";"19560603";1
Distribution of linked "o";"19670224";1
Distribution of linked "o";"19481031";1
Distribution of linked "o";"15881126";1
Distribution of linked "o";"16500507";1
Distribution of linked "o";"19460615";1
Distribution of linked "o";"20040401";1
Distribution of linked "o";"14550514";1
Distribution of linked "o";"15030727";1
Distribution of linked "o";"19570410";1
Distribution of linked "o";"19090111";1
Distribution of linked "o";"19700217";1
Distribution of linked "o";"20120511";1
Distribution of linked "o";"19011217";1
Distribution of linked "o";"18070430";1
Distribution of linked "o";"18700413";1
Distribution of linked "o";"19000308";1
Distribution of linked "o";"19760114";1
Distribution of linked "o";"19821214";1
Distribution of linked "o";"18980226";1
Distribution of linked "o";"19450403";1
Distribution of linked "o";"19390805";1
Distribution of linked "o";"19890316";1
Distribution of linked "o";"19841209";1
Distribution of linked "o";"19330508";1
Distribution of linked "o";"19490328";1
Distribution of linked "o";"19240311";1
Distribution of linked "o";"19470423";1
Distribution of linked "o";"19120522";1
Distribution of linked "o";"20041219";1
Distribution of linked "o";"18910806";1
Distribution of linked "o";"19180908";1
Distribution of linked "o";"19980316";1
Distribution of linked "o";"19700903";1
Distribution of linked "o";"18830528";1
Distribution of linked "o";"19591201";1
Distribution of linked "o";"20110224";1
Distribution of linked "o";"19860110";1
Distribution of linked "o";"19441208";1
Distribution of linked "o";"19920206";1
Distribution of linked "o";"18100312";1
Distribution of linked "o";"18781121";1
Distribution of linked "o";"17690817";1
Distribution of linked "o";"18491101";1
Distribution of linked "o";"18960228";1
Distribution of linked "o";"19750324";1
Distribution of linked "o";"Q442481";1
Distribution of linked "o";"18680606";1
Distribution of linked "o";"19120329";1
Distribution of linked "o";"17930609";1
Distribution of linked "o";"18420217";1
Distribution of linked "o";"18360419";1
Distribution of linked "o";"19061220";1
Distribution of linked "o";"19691110";1
Distribution of linked "o";"20130730";1
Distribution of linked "o";"19370825";1
Distribution of linked "o";"19361109";1
Distribution of linked "o";"19920627";1
Distribution of linked "o";"19490820";1
Distribution of linked "o";"19410729";1
Distribution of linked "o";"19010921";1
Distribution of linked "o";"18220408";1
Distribution of linked "o";"18890516";1
Distribution of linked "o";"18801224";1
Distribution of linked "o";"19641217";1
Distribution of linked "o";"20060303";1
Distribution of linked "o";"18600711";1
Distribution of linked "o";"20120304";1
Distribution of linked "o";"17350906";1
Distribution of linked "o";"17870912";1
Distribution of linked "o";"17640603";1
Distribution of linked "o";"18371005";1
Distribution of linked "o";"17460101";1
Distribution of linked "o";"19280429";1
Distribution of linked "o";"18990516";1
Distribution of linked "o";"19590428";1
Distribution of linked "o";"19361203";1
Distribution of linked "o";"19690107";1
Distribution of linked "o";"18850131";1
Distribution of linked "o";"19640619";1
Distribution of linked "o";"19640613";1
Distribution of linked "o";"18580905";1
Distribution of linked "o";"19200828";1
Distribution of linked "o";"19830524";1
Distribution of linked "o";"19020525";1
Distribution of linked "o";"19041116";1
Distribution of linked "o";"19640121";1
Distribution of linked "o";"19880722";1
Distribution of linked "o";"15360503";1
Distribution of linked "o";"16030504";1
Distribution of linked "o";"19241221";1
Distribution of linked "o";"19960803";1
Distribution of linked "o";"18770902";1
Distribution of linked "o";"19560922";1
Distribution of linked "o";"18901227";1
Distribution of linked "o";"18991120";1
Distribution of linked "o";"19450924";1
Distribution of linked "o";"19110311";1
Distribution of linked "o";"19910323";1
Distribution of linked "o";"-03810101";1
Distribution of linked "o";"-03300101";1
Distribution of linked "o";"19390623";1
Distribution of linked "o";"18720212";1
Distribution of linked "o";"19851105";1
Distribution of linked "o";"19570709";1
Distribution of linked "o";"19860524";1
Distribution of linked "o";"20001008";1
Distribution of linked "o";"18420906";1
Distribution of linked "o";"18420905";1
Distribution of linked "o";"19150304";1
Distribution of linked "o";"19160708";1
Distribution of linked "o";"19410508";1
Distribution of linked "o";"20110617";1
Distribution of linked "o";"19600325";1
Distribution of linked "o";"19001206";1
Distribution of linked "o";"19910510";1
Distribution of linked "o";"15401221";1
Distribution of linked "o";"16021007";1
Distribution of linked "o";"16910405";1
Distribution of linked "o";"17681028";1
Distribution of linked "o";"16200413";1
Distribution of linked "o";"18700123";1
Distribution of linked "o";"19490515";1
Distribution of linked "o";"20090211";1
Distribution of linked "o";"18750511";1
Distribution of linked "o";"19450905";1
Distribution of linked "o";"19480727";1
Distribution of linked "o";"19440929";1
Distribution of linked "o";"Q691207";1
Distribution of linked "o";"Q1364302";1
Distribution of linked "o";"19510402";1
Distribution of linked "o";"19350720";1
Distribution of linked "o";"20060312";1
Distribution of linked "o";"18970922";1
Distribution of linked "o";"19780915";1
Distribution of linked "o";"Q2721207";1
Distribution of linked "o";"19110810";1
Distribution of linked "o";"19640510";1
Distribution of linked "o";"19450131";1
Distribution of linked "o";"15330114";1
Distribution of linked "o";"15780816";1
Distribution of linked "o";"15640426";1
Distribution of linked "o";"16261016";1
Distribution of linked "o";"20100626";1
Distribution of linked "o";"19670323";1
Distribution of linked "o";"20060830";1
Distribution of linked "o";"18551203";1
Distribution of linked "o";"19291217";1
Distribution of linked "o";"18940205";1
Distribution of linked "o";"19931026";1
Distribution of linked "o";"19020917";1
Distribution of linked "o";"19841022";1
Distribution of linked "o";"19600903";1
Distribution of linked "o";"18811226";1
Distribution of linked "o";"17240614";1
Distribution of linked "o";"17920926";1
Distribution of linked "o";"18281227";1
Distribution of linked "o";"19070822";1
Distribution of linked "o";"19090301";1
Distribution of linked "o";"19030818";1
Distribution of linked "o";"19770323";1
Distribution of linked "o";"19750911";1
Distribution of linked "o";"19080607";1
Distribution of linked "o";"19870305";1
Distribution of linked "o";"20131203";1
Distribution of linked "o";"05321019";1
Distribution of linked "o";"18270130";1
Distribution of linked "o";"19020820";1
Distribution of linked "o";"18950421";1
Distribution of linked "o";"19820528";1
Distribution of linked "o";"19810131";1
Distribution of linked "o";"Q242707";1
Distribution of linked "o";"19701212";1
Distribution of linked "o";"19401125";1
Distribution of linked "o";"18750928";1
Distribution of linked "o";"19360501";1
Distribution of linked "o";"18820724";1
Distribution of linked "o";"19470106";1
Distribution of linked "o";"18720722";1
Distribution of linked "o";"19480110";1
Distribution of linked "o";"19510707";1
Distribution of linked "o";"19870917";1
Distribution of linked "o";"17951018";1
Distribution of linked "o";"18421203";1
Distribution of linked "o";"06760616";1
Distribution of linked "o";"16971022";1
Distribution of linked "o";"19061008";1
Distribution of linked "o";"20071222";1
Distribution of linked "o";"19130115";1
Distribution of linked "o";"20080629";1
Distribution of linked "o";"09460500";1
Distribution of linked "o";"19470226";1
Distribution of linked "o";"19611130";1
Distribution of linked "o";"16900226";1
Distribution of linked "o";"19520518";1
Distribution of linked "o";"18700207";1
Distribution of linked "o";"19320112";1
Distribution of linked "o";"Q697711";1
Distribution of linked "o";"19610609";1
Distribution of linked "o";"19500102";1
Distribution of linked "o";"20110105";1
Distribution of linked "o";"18350317";1
Distribution of linked "o";"19060725";1
Distribution of linked "o";"19791020";1
Distribution of linked "o";"18141231";1
Distribution of linked "o";"18870106";1
Distribution of linked "o";"18310824";1
Distribution of linked "o";"19000129";1
Distribution of linked "o";"18620806";1
Distribution of linked "o";"19240516";1
Distribution of linked "o";"17110101";1
Distribution of linked "o";"18900328";1
Distribution of linked "o";"18460402";1
Distribution of linked "o";"18980603";1
Distribution of linked "o";"19190720";1
Distribution of linked "o";"20030309";1
Distribution of linked "o";"12920404";1
Distribution of linked "o";"20010707";1
Distribution of linked "o";"20131110";1
Distribution of linked "o";"19340830";1
Distribution of linked "o";"19651202";1
Distribution of linked "o";"18851013";1
Distribution of linked "o";"19081122";1
Distribution of linked "o";"19850204";1
Distribution of linked "o";"19500226";1
Distribution of linked "o";"20101113";1
Distribution of linked "o";"19810915";1
Distribution of linked "o";"19770605";1
Distribution of linked "o";"19530731";1
Distribution of linked "o";"19510609";1
Distribution of linked "o";"17851101";1
Distribution of linked "o";"18690316";1
Distribution of linked "o";"15590512";1
Distribution of linked "o";"16110320";1
Distribution of linked "o";"19460707";1
Distribution of linked "o";"20000527";1
Distribution of linked "o";"19870306";1
Distribution of linked "o";"19420107";1
Distribution of linked "o";"18550819";1
Distribution of linked "o";"19321221";1
Distribution of linked "o";"17040210";1
Distribution of linked "o";"17600301";1
Distribution of linked "o";"19290422";1
Distribution of linked "o";"18980807";1
Distribution of linked "o";"19480226";1
Distribution of linked "o";"09281200";1
Distribution of linked "o";"18790701";1
Distribution of linked "o";"19750905";1
Distribution of linked "o";"18821116";1
Distribution of linked "o";"19570517";1
Distribution of linked "o";"19461123";1
Distribution of linked "o";"19710210";1
Distribution of linked "o";"18481104";1
Distribution of linked "o";"19000824";1
Distribution of linked "o";"20001028";1
Distribution of linked "o";"19760301";1
Distribution of linked "o";"Q5336861";1
Distribution of linked "o";"19770819";1
Distribution of linked "o";"19630507";1
Distribution of linked "o";"17340502";1
Distribution of linked "o";"18070311";1
Distribution of linked "o";"19360727";1
Distribution of linked "o";"19621023";1
Distribution of linked "o";"16880127";1
Distribution of linked "o";"17571024";1
Distribution of linked "o";"19041023";1
Distribution of linked "o";"19631031";1
Distribution of linked "o";"Q540235";1
Distribution of linked "o";"18250223";1
Distribution of linked "o";"19070525";1
Distribution of linked "o";"17640927";1
Distribution of linked "o";"18400312";1
Distribution of linked "o";"Q206833";1
Distribution of linked "o";"18470326";1
Distribution of linked "o";"19111204";1
Distribution of linked "o";"Q444788";1
Distribution of linked "o";"18951004";1
Distribution of linked "o";"19660201";1
Distribution of linked "o";"19070114";1
Distribution of linked "o";"18870702";1
Distribution of linked "o";"18100202";1
Distribution of linked "o";"18990922";1
Distribution of linked "o";"19780719";1
Distribution of linked "o";"19540920";1
Distribution of linked "o";"19130108";1
Distribution of linked "o";"19711014";1
Distribution of linked "o";"17690518";1
Distribution of linked "o";"18520229";1
Distribution of linked "o";"19450125";1
Distribution of linked "o";"18170706";1
Distribution of linked "o";"18830311";1
Distribution of linked "o";"19210702";1
Distribution of linked "o";"20060311";1
Distribution of linked "o";"16790227";1
Distribution of linked "o";"17470907";1
Distribution of linked "o";"19750713";1
Distribution of linked "o";"17500330";1
Distribution of linked "o";"19281012";1
Distribution of linked "o";"19870803";1
Distribution of linked "o";"18390120";1
Distribution of linked "o";"Q164487";1
Distribution of linked "o";"20140406";1
Distribution of linked "o";"19200923";1
Distribution of linked "o";"20091106";1
Distribution of linked "o";"18350505";1
Distribution of linked "o";"19060210";1
Distribution of linked "o";"18340524";1
Distribution of linked "o";"19120422";1
Distribution of linked "o";"13610430";1
Distribution of linked "o";"12030609";1
Distribution of linked "o";"19550423";1
Distribution of linked "o";"17331115";1
Distribution of linked "o";"15760927";1
Distribution of linked "o";"16350906";1
Distribution of linked "o";"19391112";1
Distribution of linked "o";"19280104";1
Distribution of linked "o";"Q104109";1
Distribution of linked "o";"18830523";1
Distribution of linked "o";"19391212";1
Distribution of linked "o";"19810621";1
Distribution of linked "o";"18810712";1
Distribution of linked "o";"15210414";1
Distribution of linked "o";"15810317";1
Distribution of linked "o";"18690217";1
Distribution of linked "o";"Q7821848";1
Distribution of linked "o";"19210930";1
Distribution of linked "o";"20071016";1
Distribution of linked "o";"18110311";1
Distribution of linked "o";"18770923";1
Distribution of linked "o";"19610710";1
Distribution of linked "o";"18200627";1
Distribution of linked "o";"18540427";1
Distribution of linked "o";"19560118";1
Distribution of linked "o";"19380927";1
Distribution of linked "o";"15400719";1
Distribution of linked "o";"15691215";1
Distribution of linked "o";"19050608";1
Distribution of linked "o";"19871222";1
Distribution of linked "o";"20100411";1
Distribution of linked "o";"19440430";1
Distribution of linked "o";"19101016";1
Distribution of linked "o";"19350423";1
Distribution of linked "o";"08270827";1
Distribution of linked "o";"19400210";1
Distribution of linked "o";"Q65655";1
Distribution of linked "o";"16630517";1
Distribution of linked "o";"17010520";1
Distribution of linked "o";"19700107";1
Distribution of linked "o";"16221011";1
Distribution of linked "o";"18201207";1
Distribution of linked "o";"18990728";1
Distribution of linked "o";"18820110";1
Distribution of linked "o";"19580921";1
Distribution of linked "o";"19941105";1
Distribution of linked "o";"18890820";1
Distribution of linked "o";"19900121";1
Distribution of linked "o";"18801227";1
Distribution of linked "o";"Q2481684";1
Distribution of linked "o";"18191020";1
Distribution of linked "o";"18500709";1
Distribution of linked "o";"19531022";1
Distribution of linked "o";"19020611";1
Distribution of linked "o";"19331117";1
Distribution of linked "o";"18060618";1
Distribution of linked "o";"18691124";1
Distribution of linked "o";"16401227";1
Distribution of linked "o";"16920101";1
Distribution of linked "o";"19570702";1
Distribution of linked "o";"19640721";1
Distribution of linked "o";"15960913";1
Distribution of linked "o";"16420730";1
Distribution of linked "o";"18841223";1
Distribution of linked "o";"19150930";1
Distribution of linked "o";"19600629";1
Distribution of linked "o";"19750722";1
Distribution of linked "o";"19781223";1
Distribution of linked "o";"19631120";1
Distribution of linked "o";"18150901";1
Distribution of linked "o";"18711207";1
Distribution of linked "o";"19010220";1
Distribution of linked "o";"18830924";1
Distribution of linked "o";"19570909";1
Distribution of linked "o";"19291010";1
Distribution of linked "o";"19871217";1
Distribution of linked "o";"19491227";1
Distribution of linked "o";"19531207";1
Distribution of linked "o";"18570924";1
Distribution of linked "o";"17861116";1
Distribution of linked "o";"18560516";1
Distribution of linked "o";"19030303";1
Distribution of linked "o";"19430811";1
Distribution of linked "o";"19520628";1
Distribution of linked "o";"17070311";1
Distribution of linked "o";"17770320";1
Distribution of linked "o";"16641109";1
Distribution of linked "o";"18290218";1
Distribution of linked "o";"18960702";1
Distribution of linked "o";"19170212";1
Distribution of linked "o";"18470102";1
Distribution of linked "o";"18750621";1
Distribution of linked "o";"19700128";1
Distribution of linked "o";"19030822";1
Distribution of linked "o";"19660329";1
Distribution of linked "o";"19011116";1
Distribution of linked "o";"19490215";1
Distribution of linked "o";"19940825";1
Distribution of linked "o";"18950807";1
Distribution of linked "o";"16211210";1
Distribution of linked "o";"16771214";1
Distribution of linked "o";"18700512";1
Distribution of linked "o";"19340620";1
Distribution of linked "o";"17500503";1
Distribution of linked "o";"18220630";1
Distribution of linked "o";"18850311";1
Distribution of linked "o";"19590518";1
Distribution of linked "o";"19030917";1
Distribution of linked "o";"19990612";1
Distribution of linked "o";"18870402";1
Distribution of linked "o";"19570604";1
Distribution of linked "o";"19480901";1
Distribution of linked "o";"19521109";1
Distribution of linked "o";"18010000";1
Distribution of linked "o";"18671214";1
Distribution of linked "o";"19560508";1
Distribution of linked "o";"19810916";1
Distribution of linked "o";"18940526";1
Distribution of linked "o";"18560928";1
Distribution of linked "o";"19630204";1
Distribution of linked "o";"18190311";1
Distribution of linked "o";"18980607";1
Distribution of linked "o";"20000317";1
Distribution of linked "o";"16841215";1
Distribution of linked "o";"17610501";1
Distribution of linked "o";"18991231";1
Distribution of linked "o";"19351227";1
Distribution of linked "o";"17940110";1
Distribution of linked "o";"18741011";1
Distribution of linked "o";"18130904";1
Distribution of linked "o";"18820104";1
Distribution of linked "o";"19930326";1
Distribution of linked "o";"19030119";1
Distribution of linked "o";"Q78119";1
Distribution of linked "o";"19250417";1
Distribution of linked "o";"18040706";1
Distribution of linked "o";"18840220";1
Distribution of linked "o";"19710701";1
Distribution of linked "o";"19590519";1
Distribution of linked "o";"19340513";1
Distribution of linked "o";"18510327";1
Distribution of linked "o";"19300311";1
Distribution of linked "o";"20121021";1
Distribution of linked "o";"19170908";1
Distribution of linked "o";"17390619";1
Distribution of linked "o";"18030427";1
Distribution of linked "o";"15810106";1
Distribution of linked "o";"16310918";1
Distribution of linked "o";"19450809";1
Distribution of linked "o";"09140300";1
Distribution of linked "o";"18960801";1
Distribution of linked "o";"19760616";1
Distribution of linked "o";"19460410";1
Distribution of linked "o";"19550314";1
Distribution of linked "o";"19391005";1
Distribution of linked "o";"19410322";1
Distribution of linked "o";"18990316";1
Distribution of linked "o";"19731206";1
Distribution of linked "o";"19350110";1
Distribution of linked "o";"17151130";1
Distribution of linked "o";"17931127";1
Distribution of linked "o";"18500225";1
Distribution of linked "o";"19270503";1
Distribution of linked "o";"19301031";1
Distribution of linked "o";"18971224";1
Distribution of linked "o";"19620911";1
Distribution of linked "o";"18440113";1
Distribution of linked "o";"20140912";1
Distribution of linked "o";"18511021";1
Distribution of linked "o";"19310922";1
Distribution of linked "o";"18570219";1
Distribution of linked "o";"19230611";1
Distribution of linked "o";"19590509";1
Distribution of linked "o";"14170919";1
Distribution of linked "o";"18711231";1
Distribution of linked "o";"17211216";1
Distribution of linked "o";"17771209";1
Distribution of linked "o";"19701118";1
Distribution of linked "o";"19690630";1
Distribution of linked "o";"19801127";1
Distribution of linked "o";"19300827";1
Distribution of linked "o";"15500526";1
Distribution of linked "o";"16210604";1
Distribution of linked "o";"18100724";1
Distribution of linked "o";"18930507";1
Distribution of linked "o";"18760531";1
Distribution of linked "o";"19370427";1
Distribution of linked "o";"18981116";1
Distribution of linked "o";"19871215";1
Distribution of linked "o";"18781002";1
Distribution of linked "o";"19050611";1
Distribution of linked "o";"19860430";1
Distribution of linked "o";"19680411";1
Distribution of linked "o";"18840613";1
Distribution of linked "o";"19541028";1
Distribution of linked "o";"19360330";1
Distribution of linked "o";"18640815";1
Distribution of linked "o";"19560202";1
Distribution of linked "o";"19411218";1
Distribution of linked "o";"19420506";1
Distribution of linked "o";"19920706";1
Distribution of linked "o";"19840528";1
Distribution of linked "o";"16880814";1
Distribution of linked "o";"16880815";1
Distribution of linked "o";"17400531";1
Distribution of linked "o";"12300101";1
Distribution of linked "o";"18431113";1
Distribution of linked "o";"19241113";1
Distribution of linked "o";"19140710";1
Distribution of linked "o";"20010409";1
Distribution of linked "o";"18840828";1
Distribution of linked "o";"18070215";1
Distribution of linked "o";"18780107";1
Distribution of linked "o";"19300818";1
Distribution of linked "o";"20070606";1
Distribution of linked "o";"19370308";1
Distribution of linked "o";"19940415";1
Distribution of linked "o";"18940423";1
Distribution of linked "o";"19720314";1
Distribution of linked "o";"19640110";1
Distribution of linked "o";"19360805";1
Distribution of linked "o";"20110612";1
Distribution of linked "o";"17530911";1
Distribution of linked "o";"18370209";1
Distribution of linked "o";"19250210";1
Distribution of linked "o";"20120109";1
Distribution of linked "o";"19050901";1
Distribution of linked "o";"19220709";1
Distribution of linked "o";"20020514";1
Distribution of linked "o";"20150920";1
Distribution of linked "o";"19830517";1
Distribution of linked "o";"17360125";1
Distribution of linked "o";"18080330";1
Distribution of linked "o";"05260830";1
Distribution of linked "o";"04540512";1
Distribution of linked "o";"20131120";1
Distribution of linked "o";"19330103";1
Distribution of linked "o";"17970313";1
Distribution of linked "o";"18600109";1
Distribution of linked "o";"19670718";1
Distribution of linked "o";"19240408";1
Distribution of linked "o";"20030530";1
Distribution of linked "o";"20070130";1
Distribution of linked "o";"19061014";1
Distribution of linked "o";"19841128";1
Distribution of linked "o";"19750614";1
Distribution of linked "o";"18550510";1
Distribution of linked "o";"19050130";1
Distribution of linked "o";"19780801";1
Distribution of linked "o";"19680612";1
Distribution of linked "o";"19810601";1
Distribution of linked "o";"19470412";1
Distribution of linked "o";"18430301";1
Distribution of linked "o";"19071226";1
Distribution of linked "o";"19370807";1
Distribution of linked "o";"19420706";1
Distribution of linked "o";"19460501";1
Distribution of linked "o";"16670212";1
Distribution of linked "o";"17241110";1
Distribution of linked "o";"18161112";1
Distribution of linked "o";"18781227";1
Distribution of linked "o";"Q452169";1
Distribution of linked "o";"17600112";1
Distribution of linked "o";"18360710";1
Distribution of linked "o";"19460217";1
Distribution of linked "o";"14590228";1
Distribution of linked "o";"14200000";1
Distribution of linked "o";"19630607";1
Distribution of linked "o";"16391121";1
Distribution of linked "o";"17060212";1
Distribution of linked "o";"16070227";1
Distribution of linked "o";"16620113";1
Distribution of linked "o";"19800416";1
Distribution of linked "o";"16190907";1
Distribution of linked "o";"18780513";1
Distribution of linked "o";"19360129";1
Distribution of linked "o";"17911112";1
Distribution of linked "o";"18550913";1
Distribution of linked "o";"19700320";1
Distribution of linked "o";"19690704";1
Distribution of linked "o";"19290204";1
Distribution of linked "o";"19980929";1
Distribution of linked "o";"19630906";1
Distribution of linked "o";"18390213";1
Distribution of linked "o";"19131208";1
Distribution of linked "o";"14820815";1
Distribution of linked "o";"14060101";1
Distribution of linked "o";"14060711";1
Distribution of linked "o";"20150125";1
Distribution of linked "o";"19260129";1
Distribution of linked "o";"17841016";1
Distribution of linked "o";"18620428";1
Distribution of linked "o";"19781026";1
Distribution of linked "o";"15670928";1
Distribution of linked "o";"17840926";1
Distribution of linked "o";"18641204";1
Distribution of linked "o";"18820314";1
Distribution of linked "o";"19590914";1
Distribution of linked "o";"18640508";1
Distribution of linked "o";"19411019";1
Distribution of linked "o";"19510908";1
Distribution of linked "o";"18820102";1
Distribution of linked "o";"19380707";1
Distribution of linked "o";"19570608";1
Distribution of linked "o";"20101005";1
Distribution of linked "o";"18490402";1
Distribution of linked "o";"19160201";1
Distribution of linked "o";"19090524";1
Distribution of linked "o";"18860723";1
Distribution of linked "o";"18420103";1
Distribution of linked "o";"19610803";1
Distribution of linked "o";"18710827";1
Distribution of linked "o";"18640722";1
Distribution of linked "o";"18710407";1
Distribution of linked "o";"19300203";1
Distribution of linked "o";"Q16728473";1
Distribution of linked "o";"19431231";1
Distribution of linked "o";"19971012";1
Distribution of linked "o";"19360109";1
Distribution of linked "o";"18330105";1
Distribution of linked "o";"19120927";1
Distribution of linked "o";"19910217";1
Distribution of linked "o";"19410412";1
Distribution of linked "o";"19190603";1
Distribution of linked "o";"19920610";1
Distribution of linked "o";"18160802";1
Distribution of linked "o";"18920714";1
Distribution of linked "o";"17331019";1
Distribution of linked "o";"17151102";1
Distribution of linked "o";"17830826";1
Distribution of linked "o";"18600122";1
Distribution of linked "o";"19350226";1
Distribution of linked "o";"18761107";1
Distribution of linked "o";"19420929";1
Distribution of linked "o";"19751016";1
Distribution of linked "o";"19380809";1
Distribution of linked "o";"20000118";1
Distribution of linked "o";"19840111";1
Distribution of linked "o";"18550329";1
Distribution of linked "o";"19370921";1
Distribution of linked "o";"19230610";1
Distribution of linked "o";"20040205";1
Distribution of linked "o";"16420105";1
Distribution of linked "o";"17040208";1
Distribution of linked "o";"18880823";1
Distribution of linked "o";"19630320";1
Distribution of linked "o";"19650810";1
Distribution of linked "o";"18850614";1
Distribution of linked "o";"19690711";1
Distribution of linked "o";"18861209";1
Distribution of linked "o";"19250424";1
Distribution of linked "o";"19250423";1
Distribution of linked "o";"20041218";1
Distribution of linked "o";"18391205";1
Distribution of linked "o";"19040705";1
Distribution of linked "o";"18980718";1
Distribution of linked "o";"19240621";1
Distribution of linked "o";"19620406";1
Distribution of linked "o";"19350406";1
Distribution of linked "o";"18520714";1
Distribution of linked "o";"18950917";1
Distribution of linked "o";"18391119";1
Distribution of linked "o";"15950426";1
Distribution of linked "o";"18821122";1
Distribution of linked "o";"19330623";1
Distribution of linked "o";"Q365230";1
Distribution of linked "o";"19580320";1
Distribution of linked "o";"19521116";1
Distribution of linked "o";"19380810";1
Distribution of linked "o";"19580225";1
Distribution of linked "o";"18780802";1
Distribution of linked "o";"19110704";1
Distribution of linked "o";"19900110";1
Distribution of linked "o";"16440318";1
Distribution of linked "o";"17150126";1
Distribution of linked "o";"19630209";1
Distribution of linked "o";"Q64678";1
Distribution of linked "o";"19110303";1
Distribution of linked "o";"19750519";1
Distribution of linked "o";"Q316865";1
Distribution of linked "o";"19880618";1
Distribution of linked "o";"19400121";1
Distribution of linked "o";"15010202";1
Distribution of linked "o";"15700915";1
Distribution of linked "o";"19560711";1
Distribution of linked "o";"19410206";1
Distribution of linked "o";"18121020";1
Distribution of linked "o";"18830426";1
Distribution of linked "o";"19610512";1
Distribution of linked "o";"19110408";1
Distribution of linked "o";"19790606";1
Distribution of linked "o";"18061206";1
Distribution of linked "o";"19460716";1
Distribution of linked "o";"19160726";1
Distribution of linked "o";"18180223";1
Distribution of linked "o";"18590713";1
Distribution of linked "o";"17321123";1
