
;NB_triplets
Nb triplets;48751

;NB_o
Nb "o";22185

;NB_s
Nb "s";14637

;NB_p
nb "p";6

;ID;NAME;NB
Distribution of linked "o";"19750124";2
Distribution of linked "o";"19400112";2
Distribution of linked "o";"18940206";2
Distribution of linked "o";"18821111";2
Distribution of linked "o";"19650804";2
Distribution of linked "o";"18440308";2
Distribution of linked "o";"17481007";2
Distribution of linked "o";"18420211";2
Distribution of linked "o";"20070406";2
Distribution of linked "o";"19170211";2
Distribution of linked "o";"19290129";2
Distribution of linked "o";"19220822";2
Distribution of linked "o";"19760917";2
Distribution of linked "o";"19430710";2
Distribution of linked "o";"19900403";2
Distribution of linked "o";"19590728";2
Distribution of linked "o";"19940917";2
Distribution of linked "o";"20150529";2
Distribution of linked "o";"19360819";2
Distribution of linked "o";"19540219";2
Distribution of linked "o";"19631220";2
Distribution of linked "o";"19700708";2
Distribution of linked "o";"19620704";2
Distribution of linked "o";"Q782875";2
Distribution of linked "o";"19751004";2
Distribution of linked "o";"20061120";2
Distribution of linked "o";"18930228";2
Distribution of linked "o";"19561125";2
Distribution of linked "o";"19070925";2
Distribution of linked "o";"18930715";2
Distribution of linked "o";"19721209";2
Distribution of linked "o";"19490206";2
Distribution of linked "o";"19900402";2
Distribution of linked "o";"19910816";2
Distribution of linked "o";"11130101";2
Distribution of linked "o";"19280106";2
Distribution of linked "o";"18810605";2
Distribution of linked "o";"19261015";2
Distribution of linked "o";"19730419";2
Distribution of linked "o";"19631128";2
Distribution of linked "o";"19591129";2
Distribution of linked "o";"20110303";2
Distribution of linked "o";"19191126";2
Distribution of linked "o";"20100410";2
Distribution of linked "o";"19821122";2
Distribution of linked "o";"19491006";2
Distribution of linked "o";"Q456187";2
Distribution of linked "o";"19640219";2
Distribution of linked "o";"19430423";2
Distribution of linked "o";"20050101";2
Distribution of linked "o";"19370112";2
Distribution of linked "o";"09250101";2
Distribution of linked "o";"Q286577";2
Distribution of linked "o";"19300121";2
Distribution of linked "o";"19321003";2
Distribution of linked "o";"Q297901";2
Distribution of linked "o";"Q964957";2
Distribution of linked "o";"Q15055309";2
Distribution of linked "o";"19660825";2
Distribution of linked "o";"19000323";2
Distribution of linked "o";"18681224";2
Distribution of linked "o";"19410111";2
Distribution of linked "o";"18800529";2
Distribution of linked "o";"19160618";2
Distribution of linked "o";"18610911";2
Distribution of linked "o";"19440808";2
Distribution of linked "o";"18900921";2
Distribution of linked "o";"18810530";2
Distribution of linked "o";"18840630";2
Distribution of linked "o";"18920612";2
Distribution of linked "o";"18960426";2
Distribution of linked "o";"18631213";2
Distribution of linked "o";"19331204";2
Distribution of linked "o";"Q156725";2
Distribution of linked "o";"19360622";2
Distribution of linked "o";"19640309";2
Distribution of linked "o";"19510130";2
Distribution of linked "o";"17670908";2
Distribution of linked "o";"20060803";2
Distribution of linked "o";"16040310";2
Distribution of linked "o";"19650525";2
Distribution of linked "o";"19050323";2
Distribution of linked "o";"19560301";2
Distribution of linked "o";"19440721";2
Distribution of linked "o";"19400302";2
Distribution of linked "o";"19651025";2
Distribution of linked "o";"18850912";2
Distribution of linked "o";"18790527";2
Distribution of linked "o";"19420217";2
Distribution of linked "o";"19481225";2
Distribution of linked "o";"18920125";2
Distribution of linked "o";"Q89851";2
Distribution of linked "o";"19481008";2
Distribution of linked "o";"19580917";2
Distribution of linked "o";"19561001";2
Distribution of linked "o";"18890525";2
Distribution of linked "o";"19541209";2
Distribution of linked "o";"19510608";2
Distribution of linked "o";"19500523";2
Distribution of linked "o";"19430502";2
Distribution of linked "o";"19510427";2
Distribution of linked "o";"19520422";2
Distribution of linked "o";"19211220";2
Distribution of linked "o";"18531215";2
Distribution of linked "o";"19450508";2
Distribution of linked "o";"19520115";2
Distribution of linked "o";"19400620";2
Distribution of linked "o";"19100614";2
Distribution of linked "o";"19870808";2
Distribution of linked "o";"18871206";2
Distribution of linked "o";"19750919";2
Distribution of linked "o";"19500501";2
Distribution of linked "o";"19490201";2
Distribution of linked "o";"19560507";2
Distribution of linked "o";"19430419";2
Distribution of linked "o";"19821128";2
Distribution of linked "o";"19191001";2
Distribution of linked "o";"19821011";2
Distribution of linked "o";"19701115";2
Distribution of linked "o";"19700105";2
Distribution of linked "o";"Q2046312";2
Distribution of linked "o";"19330415";2
Distribution of linked "o";"19320929";2
Distribution of linked "o";"19680816";2
Distribution of linked "o";"Q646079";2
Distribution of linked "o";"19870716";2
Distribution of linked "o";"19141113";2
Distribution of linked "o";"19871216";2
Distribution of linked "o";"19880621";2
Distribution of linked "o";"19490802";2
Distribution of linked "o";"19080428";2
Distribution of linked "o";"Q49119";2
Distribution of linked "o";"18980719";2
Distribution of linked "o";"Q21012297";2
Distribution of linked "o";"19730601";2
Distribution of linked "o";"19050319";2
Distribution of linked "o";"19810901";2
Distribution of linked "o";"18340318";2
Distribution of linked "o";"18390822";2
Distribution of linked "o";"19480216";2
Distribution of linked "o";"18640126";2
Distribution of linked "o";"10740101";2
Distribution of linked "o";"19400425";2
Distribution of linked "o";"19690000";2
Distribution of linked "o";"15210510";2
Distribution of linked "o";"19350203";2
Distribution of linked "o";"14610101";2
Distribution of linked "o";"15210101";2
Distribution of linked "o";"18681016";2
Distribution of linked "o";"Q328295";2
Distribution of linked "o";"19881023";2
Distribution of linked "o";"20100321";2
Distribution of linked "o";"19900621";2
Distribution of linked "o";"Q222837";2
Distribution of linked "o";"19061108";2
Distribution of linked "o";"19371116";2
Distribution of linked "o";"19741109";2
Distribution of linked "o";"18851203";2
Distribution of linked "o";"Q985";2
Distribution of linked "o";"Q455697";2
Distribution of linked "o";"19800903";2
Distribution of linked "o";"19161219";2
Distribution of linked "o";"19020220";2
Distribution of linked "o";"19310401";2
Distribution of linked "o";"19941003";2
Distribution of linked "o";"19120531";2
Distribution of linked "o";"19240419";2
Distribution of linked "o";"14350000";2
Distribution of linked "o";"18880415";2
Distribution of linked "o";"19460516";2
Distribution of linked "o";"20101105";2
Distribution of linked "o";"18880108";2
Distribution of linked "o";"19720127";2
Distribution of linked "o";"18830518";2
Distribution of linked "o";"18011211";2
Distribution of linked "o";"19590112";2
Distribution of linked "o";"18940617";2
Distribution of linked "o";"18391107";2
Distribution of linked "o";"19000513";2
Distribution of linked "o";"19330816";2
Distribution of linked "o";"Q870764";2
Distribution of linked "o";"20130222";2
Distribution of linked "o";"19350719";2
Distribution of linked "o";"19921001";2
Distribution of linked "o";"Q85861";2
Distribution of linked "o";"16710330";2
Distribution of linked "o";"19230423";2
Distribution of linked "o";"19170126";2
Distribution of linked "o";"18340604";2
Distribution of linked "o";"19130513";2
Distribution of linked "o";"19170418";2
Distribution of linked "o";"19281002";2
Distribution of linked "o";"19350915";2
Distribution of linked "o";"16181226";2
Distribution of linked "o";"19040313";2
Distribution of linked "o";"19330831";2
Distribution of linked "o";"19330830";2
Distribution of linked "o";"13150101";2
Distribution of linked "o";"Q297430";2
Distribution of linked "o";"15530101";2
Distribution of linked "o";"18890422";2
Distribution of linked "o";"18811121";2
Distribution of linked "o";"19500805";2
Distribution of linked "o";"19051211";2
Distribution of linked "o";"19620716";2
Distribution of linked "o";"19500427";2
Distribution of linked "o";"19440724";2
Distribution of linked "o";"19050315";2
Distribution of linked "o";"19440810";2
Distribution of linked "o";"18990417";2
Distribution of linked "o";"18290823";2
Distribution of linked "o";"19300920";2
Distribution of linked "o";"18950523";2
Distribution of linked "o";"18710831";2
Distribution of linked "o";"19900926";2
Distribution of linked "o";"19120322";2
Distribution of linked "o";"19761104";2
Distribution of linked "o";"19470818";2
Distribution of linked "o";"19450424";2
Distribution of linked "o";"19621121";2
Distribution of linked "o";"Q1281608";2
Distribution of linked "o";"12060101";2
Distribution of linked "o";"19080527";2
Distribution of linked "o";"19190825";2
Distribution of linked "o";"18971130";2
Distribution of linked "o";"19450421";2
Distribution of linked "o";"19400303";2
Distribution of linked "o";"18990323";2
Distribution of linked "o";"18900114";2
Distribution of linked "o";"19310224";2
Distribution of linked "o";"18870302";2
Distribution of linked "o";"19810307";2
Distribution of linked "o";"19730425";2
Distribution of linked "o";"19610915";2
Distribution of linked "o";"19590126";2
Distribution of linked "o";"19421127";2
Distribution of linked "o";"19340329";2
Distribution of linked "o";"16691104";2
Distribution of linked "o";"19251216";2
Distribution of linked "o";"19640802";2
Distribution of linked "o";"19390124";2
Distribution of linked "o";"19381125";2
Distribution of linked "o";"15030101";2
Distribution of linked "o";"18500902";2
Distribution of linked "o";"18811215";2
Distribution of linked "o";"19450123";2
Distribution of linked "o";"18780912";2
Distribution of linked "o";"19831020";2
Distribution of linked "o";"18880613";2
Distribution of linked "o";"Q1755534";2
Distribution of linked "o";"19661021";2
Distribution of linked "o";"18430623";2
Distribution of linked "o";"19130626";2
Distribution of linked "o";"Q54173";2
Distribution of linked "o";"19281208";2
Distribution of linked "o";"19191025";2
Distribution of linked "o";"19130628";2
Distribution of linked "o";"19440511";2
Distribution of linked "o";"19720117";2
Distribution of linked "o";"20011216";2
Distribution of linked "o";"19590730";2
Distribution of linked "o";"19541230";2
Distribution of linked "o";"18830914";2
Distribution of linked "o";"18341023";2
Distribution of linked "o";"18590806";2
Distribution of linked "o";"19810911";2
Distribution of linked "o";"13730101";2
Distribution of linked "o";"11800101";2
Distribution of linked "o";"18670803";2
Distribution of linked "o";"Q153978";2
Distribution of linked "o";"Q154561";2
Distribution of linked "o";"19810612";2
Distribution of linked "o";"19531211";2
Distribution of linked "o";"19730711";2
Distribution of linked "o";"19440429";2
Distribution of linked "o";"20101014";2
Distribution of linked "o";"19700310";2
Distribution of linked "o";"19421113";2
Distribution of linked "o";"19620728";2
Distribution of linked "o";"16890101";2
Distribution of linked "o";"19481206";2
Distribution of linked "o";"19870626";2
Distribution of linked "o";"09850101";2
Distribution of linked "o";"19070530";2
Distribution of linked "o";"20071128";2
Distribution of linked "o";"19941219";2
Distribution of linked "o";"02740101";2
Distribution of linked "o";"18490324";2
Distribution of linked "o";"19840829";2
Distribution of linked "o";"19870805";2
Distribution of linked "o";"19430202";2
Distribution of linked "o";"19050705";2
Distribution of linked "o";"19290106";2
Distribution of linked "o";"18530120";2
Distribution of linked "o";"19580603";2
Distribution of linked "o";"19121223";2
Distribution of linked "o";"19611213";2
Distribution of linked "o";"18280707";2
Distribution of linked "o";"Q502539";2
Distribution of linked "o";"19740110";2
Distribution of linked "o";"Q18232";2
Distribution of linked "o";"19490530";2
Distribution of linked "o";"18080410";2
Distribution of linked "o";"19171211";2
Distribution of linked "o";"19110302";2
Distribution of linked "o";"19701123";2
Distribution of linked "o";"18510907";2
Distribution of linked "o";"19581027";2
Distribution of linked "o";"18761004";2
Distribution of linked "o";"18950131";2
Distribution of linked "o";"18860421";2
Distribution of linked "o";"18010101";2
Distribution of linked "o";"Q255268";2
Distribution of linked "o";"19030609";2
Distribution of linked "o";"19640816";2
Distribution of linked "o";"12980101";2
Distribution of linked "o";"17960205";2
Distribution of linked "o";"19361122";2
Distribution of linked "o";"19150825";2
Distribution of linked "o";"18840313";2
Distribution of linked "o";"18780728";2
Distribution of linked "o";"19280516";2
Distribution of linked "o";"19160225";2
Distribution of linked "o";"20120718";2
Distribution of linked "o";"16290101";2
Distribution of linked "o";"19430226";2
Distribution of linked "o";"19781112";2
Distribution of linked "o";"19541016";2
Distribution of linked "o";"Q58866";2
Distribution of linked "o";"19550529";2
Distribution of linked "o";"19571010";2
Distribution of linked "o";"19410625";2
Distribution of linked "o";"18861204";2
Distribution of linked "o";"18961110";2
Distribution of linked "o";"19710708";2
Distribution of linked "o";"12480101";2
Distribution of linked "o";"18430729";2
Distribution of linked "o";"19110801";2
Distribution of linked "o";"18460309";2
Distribution of linked "o";"15310101";2
Distribution of linked "o";"19150306";2
Distribution of linked "o";"19190528";2
Distribution of linked "o";"18910623";2
Distribution of linked "o";"19000128";2
Distribution of linked "o";"19130421";2
Distribution of linked "o";"18930622";2
Distribution of linked "o";"19420831";2
Distribution of linked "o";"Q18684026";2
Distribution of linked "o";"19771227";2
Distribution of linked "o";"19391224";2
Distribution of linked "o";"19061203";2
Distribution of linked "o";"19200331";2
Distribution of linked "o";"19000313";2
Distribution of linked "o";"19900627";2
Distribution of linked "o";"19261126";2
Distribution of linked "o";"19700623";2
Distribution of linked "o";"19590311";2
Distribution of linked "o";"19651002";2
Distribution of linked "o";"18850426";2
Distribution of linked "o";"19400705";2
Distribution of linked "o";"17980124";2
Distribution of linked "o";"19861113";2
Distribution of linked "o";"19200219";2
Distribution of linked "o";"20160626";2
Distribution of linked "o";"19110716";2
Distribution of linked "o";"14100101";2
Distribution of linked "o";"18731126";2
Distribution of linked "o";"19091216";2
Distribution of linked "o";"19120306";2
Distribution of linked "o";"18590617";2
Distribution of linked "o";"12270930";2
Distribution of linked "o";"18860202";2
Distribution of linked "o";"19390507";2
Distribution of linked "o";"18600630";2
Distribution of linked "o";"18600701";2
Distribution of linked "o";"19110922";2
Distribution of linked "o";"19140112";2
Distribution of linked "o";"19090902";2
Distribution of linked "o";"19560529";2
Distribution of linked "o";"19321231";2
Distribution of linked "o";"19850513";2
Distribution of linked "o";"18891007";2
Distribution of linked "o";"19651230";2
Distribution of linked "o";"11030101";2
Distribution of linked "o";"18781108";2
Distribution of linked "o";"18840605";2
Distribution of linked "o";"19641007";2
Distribution of linked "o";"19490514";2
Distribution of linked "o";"15670101";2
Distribution of linked "o";"18110303";2
Distribution of linked "o";"16680101";2
Distribution of linked "o";"19700902";2
Distribution of linked "o";"18570310";2
Distribution of linked "o";"18460628";2
Distribution of linked "o";"18860608";2
Distribution of linked "o";"14590515";2
Distribution of linked "o";"19051209";2
Distribution of linked "o";"18980517";2
Distribution of linked "o";"19850114";2
Distribution of linked "o";"19220409";2
Distribution of linked "o";"18060106";2
Distribution of linked "o";"19291104";2
Distribution of linked "o";"18870410";2
Distribution of linked "o";"17040101";2
Distribution of linked "o";"19561220";2
Distribution of linked "o";"19121222";2
Distribution of linked "o";"19671129";2
Distribution of linked "o";"18930330";2
Distribution of linked "o";"18930320";2
Distribution of linked "o";"19730618";2
Distribution of linked "o";"19070601";2
Distribution of linked "o";"20140527";2
Distribution of linked "o";"19050212";2
Distribution of linked "o";"Q8416";2
Distribution of linked "o";"19670915";2
Distribution of linked "o";"19421220";2
Distribution of linked "o";"19591013";2
Distribution of linked "o";"19090624";2
Distribution of linked "o";"19631110";2
Distribution of linked "o";"19651231";2
Distribution of linked "o";"18140104";2
Distribution of linked "o";"19030710";2
Distribution of linked "o";"19750404";2
Distribution of linked "o";"12140101";2
Distribution of linked "o";"19610206";2
Distribution of linked "o";"19430618";2
Distribution of linked "o";"19450420";2
Distribution of linked "o";"18871111";2
Distribution of linked "o";"18030524";2
Distribution of linked "o";"19370604";2
Distribution of linked "o";"20040308";2
Distribution of linked "o";"18990223";2
Distribution of linked "o";"19041020";2
Distribution of linked "o";"19110507";2
Distribution of linked "o";"16320101";2
Distribution of linked "o";"12410101";2
Distribution of linked "o";"19691104";2
Distribution of linked "o";"19530620";2
Distribution of linked "o";"19140626";2
Distribution of linked "o";"16380803";2
Distribution of linked "o";"15920408";2
Distribution of linked "o";"19100618";2
Distribution of linked "o";"19561014";2
Distribution of linked "o";"19111106";2
Distribution of linked "o";"19790414";2
Distribution of linked "o";"18330712";2
Distribution of linked "o";"11300101";2
Distribution of linked "o";"19601222";2
Distribution of linked "o";"19800420";2
Distribution of linked "o";"19440807";2
Distribution of linked "o";"19030610";2
Distribution of linked "o";"18300101";2
Distribution of linked "o";"19600120";2
Distribution of linked "o";"11370101";2
Distribution of linked "o";"19460902";2
Distribution of linked "o";"16050101";2
Distribution of linked "o";"18631229";2
Distribution of linked "o";"17140101";2
Distribution of linked "o";"17770101";2
Distribution of linked "o";"18891227";2
Distribution of linked "o";"19080405";2
Distribution of linked "o";"19580821";2
Distribution of linked "o";"16250101";2
Distribution of linked "o";"16990101";2
Distribution of linked "o";"19160416";2
Distribution of linked "o";"18800805";2
Distribution of linked "o";"19400525";2
Distribution of linked "o";"18930916";2
Distribution of linked "o";"18370216";2
Distribution of linked "o";"18860405";2
Distribution of linked "o";"19090608";2
Distribution of linked "o";"19781116";2
Distribution of linked "o";"19120929";2
Distribution of linked "o";"12110101";2
Distribution of linked "o";"Q704005";2
Distribution of linked "o";"19960101";2
Distribution of linked "o";"18831111";2
Distribution of linked "o";"19640102";2
Distribution of linked "o";"18850518";2
Distribution of linked "o";"19220909";2
Distribution of linked "o";"19880512";2
Distribution of linked "o";"19390221";2
Distribution of linked "o";"19930515";2
Distribution of linked "o";"Q156737";2
Distribution of linked "o";"19620823";2
Distribution of linked "o";"18490203";2
Distribution of linked "o";"19160628";2
Distribution of linked "o";"18801212";2
Distribution of linked "o";"19410202";2
Distribution of linked "o";"19031116";2
Distribution of linked "o";"19480106";2
Distribution of linked "o";"20070206";2
Distribution of linked "o";"19660323";2
Distribution of linked "o";"19660404";2
Distribution of linked "o";"18830113";2
Distribution of linked "o";"19070120";2
Distribution of linked "o";"18550702";2
Distribution of linked "o";"19420809";2
Distribution of linked "o";"19890919";2
Distribution of linked "o";"19450531";2
Distribution of linked "o";"19840712";2
Distribution of linked "o";"19131209";2
Distribution of linked "o";"19791019";2
Distribution of linked "o";"19290405";2
Distribution of linked "o";"19090813";2
Distribution of linked "o";"19430721";2
Distribution of linked "o";"Q826731";2
Distribution of linked "o";"19160808";2
Distribution of linked "o";"Q874016";2
Distribution of linked "o";"19290629";2
Distribution of linked "o";"19000704";2
Distribution of linked "o";"18940128";2
Distribution of linked "o";"18911029";2
Distribution of linked "o";"19980503";2
Distribution of linked "o";"19500612";2
Distribution of linked "o";"15080101";2
Distribution of linked "o";"19600625";2
Distribution of linked "o";"19790701";2
Distribution of linked "o";"19700322";2
Distribution of linked "o";"18270715";2
Distribution of linked "o";"18820226";2
Distribution of linked "o";"Q967179";2
Distribution of linked "o";"19920717";2
Distribution of linked "o";"19830114";2
Distribution of linked "o";"19480227";2
Distribution of linked "o";"20060404";2
Distribution of linked "o";"20110629";2
Distribution of linked "o";"19790122";2
Distribution of linked "o";"19430909";2
Distribution of linked "o";"18971011";2
Distribution of linked "o";"19580706";2
Distribution of linked "o";"19111122";2
Distribution of linked "o";"19840530";2
Distribution of linked "o";"19440402";2
Distribution of linked "o";"19800502";2
Distribution of linked "o";"20021021";2
Distribution of linked "o";"18880329";2
Distribution of linked "o";"19310123";2
Distribution of linked "o";"19541206";2
Distribution of linked "o";"18800928";2
Distribution of linked "o";"19801105";2
Distribution of linked "o";"18620715";2
Distribution of linked "o";"19390330";2
Distribution of linked "o";"Q189895";2
Distribution of linked "o";"19440723";2
Distribution of linked "o";"19010623";2
Distribution of linked "o";"Q51985";2
Distribution of linked "o";"20100503";2
Distribution of linked "o";"19641218";2
Distribution of linked "o";"19450926";2
Distribution of linked "o";"19480207";2
Distribution of linked "o";"19221031";2
Distribution of linked "o";"19430111";2
Distribution of linked "o";"18260304";2
Distribution of linked "o";"18810107";2
Distribution of linked "o";"18790817";2
Distribution of linked "o";"18820817";2
Distribution of linked "o";"18970220";2
Distribution of linked "o";"19141105";2
Distribution of linked "o";"19970418";2
Distribution of linked "o";"19440508";2
Distribution of linked "o";"Q4940708";2
Distribution of linked "o";"Q22994056";2
Distribution of linked "o";"18330505";2
Distribution of linked "o";"19130717";2
Distribution of linked "o";"16350101";2
Distribution of linked "o";"18691113";2
Distribution of linked "o";"19301122";2
Distribution of linked "o";"18920118";2
Distribution of linked "o";"19430224";2
Distribution of linked "o";"Q5284870";2
Distribution of linked "o";"19540915";2
Distribution of linked "o";"19880318";2
Distribution of linked "o";"17970101";2
Distribution of linked "o";"18790509";2
Distribution of linked "o";"19251007";2
Distribution of linked "o";"19370405";2
Distribution of linked "o";"19090328";2
Distribution of linked "o";"19170720";2
Distribution of linked "o";"19011006";2
Distribution of linked "o";"18910523";2
Distribution of linked "o";"Q168426";2
Distribution of linked "o";"19740405";2
Distribution of linked "o";"19070728";2
Distribution of linked "o";"15720101";2
Distribution of linked "o";"18410928";2
Distribution of linked "o";"Q4333902";2
Distribution of linked "o";"19210218";2
Distribution of linked "o";"19550709";2
Distribution of linked "o";"19880703";2
Distribution of linked "o";"20110101";2
Distribution of linked "o";"19090401";2
Distribution of linked "o";"18900812";2
Distribution of linked "o";"Q541011";2
Distribution of linked "o";"19670908";2
Distribution of linked "o";"19101020";2
Distribution of linked "o";"19191110";2
Distribution of linked "o";"19960106";2
Distribution of linked "o";"19610727";2
Distribution of linked "o";"17760101";2
Distribution of linked "o";"19880505";2
Distribution of linked "o";"20121120";2
Distribution of linked "o";"19700308";2
Distribution of linked "o";"18890207";2
Distribution of linked "o";"19681108";2
Distribution of linked "o";"19801013";2
Distribution of linked "o";"19701016";2
Distribution of linked "o";"19540531";2
Distribution of linked "o";"Q897399";2
Distribution of linked "o";"19670815";2
Distribution of linked "o";"19520905";2
Distribution of linked "o";"19500607";2
Distribution of linked "o";"19450305";2
Distribution of linked "o";"20020327";2
Distribution of linked "o";"19061230";2
Distribution of linked "o";"19781005";2
Distribution of linked "o";"19880321";2
Distribution of linked "o";"17690914";2
Distribution of linked "o";"Q213161";2
Distribution of linked "o";"19800705";2
Distribution of linked "o";"19290605";2
Distribution of linked "o";"19390201";2
Distribution of linked "o";"19571027";2
Distribution of linked "o";"18800223";2
Distribution of linked "o";"18680218";2
Distribution of linked "o";"19281025";2
Distribution of linked "o";"19740524";2
Distribution of linked "o";"16190101";2
Distribution of linked "o";"19350111";2
Distribution of linked "o";"19131121";2
Distribution of linked "o";"18950517";2
Distribution of linked "o";"19270929";2
Distribution of linked "o";"20051201";2
Distribution of linked "o";"19610429";2
Distribution of linked "o";"19911019";2
Distribution of linked "o";"18790428";2
Distribution of linked "o";"18801208";2
Distribution of linked "o";"19450731";2
Distribution of linked "o";"Q98883";2
Distribution of linked "o";"19610601";2
Distribution of linked "o";"17260501";2
Distribution of linked "o";"19450411";2
Distribution of linked "o";"19211222";2
Distribution of linked "o";"14650101";2
Distribution of linked "o";"19290819";2
Distribution of linked "o";"18901108";2
Distribution of linked "o";"19610117";2
Distribution of linked "o";"19130125";2
Distribution of linked "o";"17290101";2
Distribution of linked "o";"19500923";2
Distribution of linked "o";"19580518";2
Distribution of linked "o";"19450121";2
Distribution of linked "o";"19440128";2
Distribution of linked "o";"18880830";2
Distribution of linked "o";"19440908";2
Distribution of linked "o";"19180701";2
Distribution of linked "o";"19570205";2
Distribution of linked "o";"19810528";2
Distribution of linked "o";"20111122";2
Distribution of linked "o";"18230128";2
Distribution of linked "o";"19080227";2
Distribution of linked "o";"19430308";2
Distribution of linked "o";"18190710";2
Distribution of linked "o";"18830223";2
Distribution of linked "o";"19600401";2
Distribution of linked "o";"16610101";2
Distribution of linked "o";"19190118";2
Distribution of linked "o";"20030523";2
Distribution of linked "o";"19040222";2
Distribution of linked "o";"19460219";2
Distribution of linked "o";"19200322";2
Distribution of linked "o";"16230101";2
Distribution of linked "o";"19040208";2
Distribution of linked "o";"18920114";2
Distribution of linked "o";"19500406";2
Distribution of linked "o";"19611225";2
Distribution of linked "o";"19690104";2
Distribution of linked "o";"15970101";2
Distribution of linked "o";"19271020";2
Distribution of linked "o";"19440821";2
Distribution of linked "o";"18671217";2
Distribution of linked "o";"19210325";2
Distribution of linked "o";"19880404";2
Distribution of linked "o";"19930124";2
Distribution of linked "o";"19280227";2
Distribution of linked "o";"19910112";2
Distribution of linked "o";"20131231";2
Distribution of linked "o";"19040921";2
Distribution of linked "o";"19850630";2
Distribution of linked "o";"19420729";2
Distribution of linked "o";"19440804";2
Distribution of linked "o";"19470301";2
Distribution of linked "o";"19091102";2
Distribution of linked "o";"18840820";2
Distribution of linked "o";"19421229";2
Distribution of linked "o";"19670120";2
Distribution of linked "o";"20141007";2
Distribution of linked "o";"18710327";2
Distribution of linked "o";"15441223";2
Distribution of linked "o";"19950828";2
Distribution of linked "o";"19331218";2
Distribution of linked "o";"19130813";2
Distribution of linked "o";"19470205";2
Distribution of linked "o";"18541016";2
Distribution of linked "o";"18841125";2
Distribution of linked "o";"19340701";2
Distribution of linked "o";"19650212";2
Distribution of linked "o";"18870516";2
Distribution of linked "o";"19420601";2
Distribution of linked "o";"19490902";2
Distribution of linked "o";"19470109";2
Distribution of linked "o";"18781216";2
Distribution of linked "o";"19741125";2
Distribution of linked "o";"20090122";2
Distribution of linked "o";"19070625";2
Distribution of linked "o";"18990703";2
Distribution of linked "o";"18850212";2
Distribution of linked "o";"18950924";2
Distribution of linked "o";"19570518";2
Distribution of linked "o";"19900702";2
Distribution of linked "o";"19610818";2
Distribution of linked "o";"17780703";2
Distribution of linked "o";"18900909";2
Distribution of linked "o";"18790808";2
Distribution of linked "o";"19800719";2
Distribution of linked "o";"18610924";2
Distribution of linked "o";"19881102";2
Distribution of linked "o";"19400520";2
Distribution of linked "o";"19830615";2
Distribution of linked "o";"19811003";2
Distribution of linked "o";"18861024";2
Distribution of linked "o";"18290303";2
Distribution of linked "o";"19830710";2
Distribution of linked "o";"18871113";2
Distribution of linked "o";"19430922";2
Distribution of linked "o";"16870101";2
Distribution of linked "o";"16860101";2
Distribution of linked "o";"17520101";2
Distribution of linked "o";"19560823";2
Distribution of linked "o";"18940130";2
Distribution of linked "o";"19120210";2
Distribution of linked "o";"19060428";2
Distribution of linked "o";"19730823";2
Distribution of linked "o";"Q15220541";2
Distribution of linked "o";"18481231";2
Distribution of linked "o";"18900425";2
Distribution of linked "o";"19080226";2
Distribution of linked "o";"18481128";2
Distribution of linked "o";"19471227";2
Distribution of linked "o";"19580103";2
Distribution of linked "o";"20080520";2
Distribution of linked "o";"19840205";2
Distribution of linked "o";"19420606";2
Distribution of linked "o";"19040123";2
Distribution of linked "o";"19440405";2
Distribution of linked "o";"12950101";2
Distribution of linked "o";"19020710";2
Distribution of linked "o";"19690326";2
Distribution of linked "o";"19750528";2
Distribution of linked "o";"18850415";2
Distribution of linked "o";"19570313";2
Distribution of linked "o";"19360918";2
Distribution of linked "o";"19601117";2
Distribution of linked "o";"18450222";2
Distribution of linked "o";"18630608";2
Distribution of linked "o";"19280204";2
Distribution of linked "o";"20110904";2
Distribution of linked "o";"19071209";2
Distribution of linked "o";"19630223";2
Distribution of linked "o";"19610218";2
Distribution of linked "o";"19070311";2
Distribution of linked "o";"19610610";2
Distribution of linked "o";"18660424";2
Distribution of linked "o";"18650813";2
Distribution of linked "o";"19470801";2
Distribution of linked "o";"19080213";2
Distribution of linked "o";"19430718";2
Distribution of linked "o";"19300414";2
Distribution of linked "o";"19800204";2
Distribution of linked "o";"19000326";2
Distribution of linked "o";"20100130";2
Distribution of linked "o";"15990101";2
Distribution of linked "o";"19671125";2
Distribution of linked "o";"Q2122623";2
Distribution of linked "o";"19350420";2
Distribution of linked "o";"Q88114";2
Distribution of linked "o";"19830301";2
Distribution of linked "o";"Q85232";2
Distribution of linked "o";"19441018";2
Distribution of linked "o";"18540330";2
Distribution of linked "o";"19550316";2
Distribution of linked "o";"19780125";2
Distribution of linked "o";"19480905";2
Distribution of linked "o";"19050723";2
Distribution of linked "o";"18980706";2
Distribution of linked "o";"19120829";2
Distribution of linked "o";"19620906";2
Distribution of linked "o";"18990916";2
Distribution of linked "o";"18870129";2
Distribution of linked "o";"18921117";2
Distribution of linked "o";"19741208";2
Distribution of linked "o";"18420912";2
Distribution of linked "o";"18060717";2
Distribution of linked "o";"19280212";2
Distribution of linked "o";"18900809";2
Distribution of linked "o";"19800811";2
Distribution of linked "o";"19490708";2
Distribution of linked "o";"18860129";2
Distribution of linked "o";"19271204";2
Distribution of linked "o";"18930331";2
Distribution of linked "o";"19540516";2
Distribution of linked "o";"19110415";2
Distribution of linked "o";"18890222";2
Distribution of linked "o";"19660829";2
Distribution of linked "o";"19440210";2
