STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;14087
delete.cypher;TOTAL;14087

schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;12

graphSetting.cypher;dataset loading;6893
graphSetting.cypher;TOTAL;6893

constraints.cypher;Partial Temporal Consistency;741
constraints.cypher;Partial Temporal Inconsistency;3674
constraints.cypher;Total Temporal Inconsistency;1150
constraints.cypher;C1 - birthDateConflict;314
constraints.cypher;C1-1 - birthDateConflictPolarity;137
constraints.cypher;C2 - deathDateConflict;148
constraints.cypher;C2-1 - deathDateConflictPolarity;82
constraints.cypher;C3 - birthDeathConflict;193
constraints.cypher;C4 - birthPlayerConflict;24
constraints.cypher;C4 - birthPlayerConflict;416
constraints.cypher;C5 - deathPlayerConflict;125
constraints.cypher;C6 - playerAgeConflict;603
constraints.cypher;C7 - playerTooOldConflict;683
constraints.cypher;C8 - twoTeamsConflict;72098
constraints.cypher;C14 - marriageConflict;162
constraints.cypher;C16 - birthMarriageConflict;59
constraints.cypher;C17 - deathMarriageConflict;36
constraints.cypher;C18 - playerCoachConflict;90
constraints.cypher;C19 - twoCompaniesConflict;21
constraints.cypher;C6 - playerAgeConflict;381
constraints.cypher;TOTAL;81137

stats.cypher;Nb triplets;212
stats.cypher;Nb "o";85
stats.cypher;Nb "s";87
stats.cypher;nb "p";81
stats.cypher;Nb "p" links distribution;132
stats.cypher;Nb conflicts distribution;2475
stats.cypher;Nb temporal conflicts;1756
stats.cypher;Distribution of linked "o";121
results.cypher;mapping_Neo4j_wikidata;453
results.cypher;inferredNodes;66
results.cypher;tCon_noConflicts;5
results.cypher;tCon_conflicts;2386
results.cypher;pCon_noConflicts;5964
results.cypher;pCon_conflicts;5407
results.cypher;pInc_noConflicts;5987
results.cypher;pInc_conflicts;5565
results.cypher;tInc_noConflicts;6095
results.cypher;tInc_conflicts;5658
