STEP;QUERY;TIME (ms)
inference.cypher;UncertainRule-teams-Q495299-Q3873511;130
inference.cypher;TOTAL;130

constraints.cypher;Partial Temporal Consistency;186
constraints.cypher;Partial Temporal Inconsistency;1269
constraints.cypher;Total Temporal Inconsistency;450
constraints.cypher;C1 - birthDateConflict;50
constraints.cypher;C1-1 - birthDateConflictPolarity;35
constraints.cypher;C2 - deathDateConflict;35
constraints.cypher;C2-1 - deathDateConflictPolarity;11
constraints.cypher;C3 - birthDeathConflict;42
constraints.cypher;C4 - birthPlayerConflict;24
constraints.cypher;C4 - birthPlayerConflict;127
constraints.cypher;C5 - deathPlayerConflict;33
constraints.cypher;C6 - playerAgeConflict;182
constraints.cypher;C7 - playerTooOldConflict;206
constraints.cypher;C8 - twoTeamsConflict;22296
constraints.cypher;C14 - marriageConflict;99
constraints.cypher;C16 - birthMarriageConflict;10
constraints.cypher;C17 - deathMarriageConflict;6
constraints.cypher;C18 - playerCoachConflict;29
constraints.cypher;C19 - twoCompaniesConflict;5
constraints.cypher;C6 - playerAgeConflict;102
constraints.cypher;TOTAL;25197

stats.cypher;Nb triplets;50
stats.cypher;Nb "o";22
stats.cypher;Nb "s";21
stats.cypher;nb "p";21
stats.cypher;Nb "p" links distribution;33
stats.cypher;Nb conflicts distribution;962
stats.cypher;Nb temporal conflicts;672
stats.cypher;Distribution of linked "o";30
results.cypher;mapping_Neo4j_wikidata;14
results.cypher;inferredNodes;18
results.cypher;tCon_noConflicts;7
results.cypher;tCon_conflicts;943
results.cypher;pCon_noConflicts;2298
results.cypher;pCon_conflicts;2145
results.cypher;pInc_noConflicts;2372
results.cypher;pInc_conflicts;2174
results.cypher;tInc_noConflicts;2394
results.cypher;tInc_conflicts;2231
