STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;14145
delete.cypher;TOTAL;14145

schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;10

graphSetting.cypher;dataset loading;5029
graphSetting.cypher;TOTAL;5029

constraints.cypher;Partial Temporal Consistency;338
constraints.cypher;Partial Temporal Inconsistency;937
constraints.cypher;Total Temporal Inconsistency;593
constraints.cypher;C1 - birthDateConflict;134
constraints.cypher;C1-1 - birthDateConflictPolarity;74
constraints.cypher;C2 - deathDateConflict;156
constraints.cypher;C2-1 - deathDateConflictPolarity;38
constraints.cypher;C3 - birthDeathConflict;105
constraints.cypher;C4 - birthPlayerConflict;26
constraints.cypher;C4 - birthPlayerConflict;2335
constraints.cypher;C5 - deathPlayerConflict;2275
constraints.cypher;C6 - playerAgeConflict;2468
constraints.cypher;C7 - playerTooOldConflict;2395
constraints.cypher;C8 - twoTeamsConflict;6988
constraints.cypher;C14 - marriageConflict;104
constraints.cypher;C16 - birthMarriageConflict;29
constraints.cypher;C17 - deathMarriageConflict;29
constraints.cypher;C18 - playerCoachConflict;79
constraints.cypher;C19 - twoCompaniesConflict;7
constraints.cypher;C6 - playerAgeConflict;202
constraints.cypher;TOTAL;19312

stats.cypher;Nb triplets;132
stats.cypher;Nb "o";50
stats.cypher;Nb "s";66
stats.cypher;nb "p";46
stats.cypher;Nb "p" links distribution;79
stats.cypher;Nb conflicts distribution;142
stats.cypher;Nb temporal conflicts;107
stats.cypher;Distribution of linked "o";76
results.cypher;mapping_Neo4j_wikidata;46
results.cypher;inferredNodes;38
results.cypher;tCon_noConflicts;9
results.cypher;tCon_conflicts;138
results.cypher;pCon_noConflicts;353
results.cypher;pCon_conflicts;268
results.cypher;pInc_noConflicts;356
results.cypher;pInc_conflicts;266
results.cypher;tInc_noConflicts;357
results.cypher;tInc_conflicts;271
