STEP;QUERY;TIME (ms)
inference.cypher;UncertainRule-teams-Q495299-Q3873511;187
inference.cypher;TOTAL;187

constraints.cypher;Partial Temporal Consistency;144
constraints.cypher;Partial Temporal Inconsistency;948
constraints.cypher;Total Temporal Inconsistency;346
constraints.cypher;C1 - birthDateConflict;41
constraints.cypher;C1-1 - birthDateConflictPolarity;31
constraints.cypher;C2 - deathDateConflict;33
constraints.cypher;C2-1 - deathDateConflictPolarity;9
constraints.cypher;C3 - birthDeathConflict;37
constraints.cypher;C4 - birthPlayerConflict;28
constraints.cypher;C4 - birthPlayerConflict;79
constraints.cypher;C5 - deathPlayerConflict;21
constraints.cypher;C6 - playerAgeConflict;127
constraints.cypher;C7 - playerTooOldConflict;139
constraints.cypher;C8 - twoTeamsConflict;16839
constraints.cypher;C14 - marriageConflict;48
constraints.cypher;C16 - birthMarriageConflict;7
constraints.cypher;C17 - deathMarriageConflict;5
constraints.cypher;C18 - playerCoachConflict;18
constraints.cypher;C19 - twoCompaniesConflict;7
constraints.cypher;C6 - playerAgeConflict;59
constraints.cypher;TOTAL;18966

stats.cypher;Nb triplets;30
stats.cypher;Nb "o";13
stats.cypher;Nb "s";13
stats.cypher;nb "p";13
stats.cypher;Nb "p" links distribution;19
stats.cypher;Nb conflicts distribution;705
stats.cypher;Nb temporal conflicts;478
stats.cypher;Distribution of linked "o";18
results.cypher;mapping_Neo4j_wikidata;63
results.cypher;inferredNodes;11
results.cypher;tCon_noConflicts;6
results.cypher;tCon_conflicts;688
results.cypher;pCon_noConflicts;1691
results.cypher;pCon_conflicts;1565
results.cypher;pInc_noConflicts;1761
results.cypher;pInc_conflicts;1612
results.cypher;tInc_noConflicts;1771
results.cypher;tInc_conflicts;1637
