STEP;QUERY;TIME (ms)
inference.cypher;UncertainRule-teams-Q495299-Q3873511;135
inference.cypher;TOTAL;135

constraints.cypher;Partial Temporal Consistency;836
constraints.cypher;Partial Temporal Inconsistency;3667
constraints.cypher;Total Temporal Inconsistency;1294
constraints.cypher;C1 - birthDateConflict;310
constraints.cypher;C1-1 - birthDateConflictPolarity;181
constraints.cypher;C2 - deathDateConflict;179
constraints.cypher;C2-1 - deathDateConflictPolarity;109
constraints.cypher;C3 - birthDeathConflict;225
constraints.cypher;C4 - birthPlayerConflict;24
constraints.cypher;C4 - birthPlayerConflict;438
constraints.cypher;C5 - deathPlayerConflict;153
constraints.cypher;C6 - playerAgeConflict;554
constraints.cypher;C7 - playerTooOldConflict;618
constraints.cypher;C8 - twoTeamsConflict;72292
constraints.cypher;C14 - marriageConflict;165
constraints.cypher;C16 - birthMarriageConflict;65
constraints.cypher;C17 - deathMarriageConflict;42
constraints.cypher;C18 - playerCoachConflict;102
constraints.cypher;C19 - twoCompaniesConflict;35
constraints.cypher;C6 - playerAgeConflict;361
constraints.cypher;TOTAL;81650

stats.cypher;Nb triplets;248
stats.cypher;Nb "o";104
stats.cypher;Nb "s";102
stats.cypher;nb "p";100
stats.cypher;Nb "p" links distribution;156
stats.cypher;Nb conflicts distribution;2786
stats.cypher;Nb temporal conflicts;1970
stats.cypher;Distribution of linked "o";144
results.cypher;mapping_Neo4j_wikidata;519
results.cypher;inferredNodes;81
results.cypher;tCon_noConflicts;2
results.cypher;tCon_conflicts;2755
results.cypher;pCon_noConflicts;6675
results.cypher;pCon_conflicts;6234
results.cypher;pInc_noConflicts;6894
results.cypher;pInc_conflicts;6363
results.cypher;tInc_noConflicts;6958
results.cypher;tInc_conflicts;6535
