STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;68252
delete.cypher;TOTAL;68252

schema.cypher;indices;3
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;2
schema.cypher;TOTAL;17

graphSetting.cypher;dataset loading;56873
graphSetting.cypher;TOTAL;56873

constraints.cypher;C0 - Strict Temporal Consistency;116099
constraints.cypher;C1 - birthDateConflict;219
constraints.cypher;C2 - deathDateConflict;118
constraints.cypher;C3 - birthDeathConflict;289
constraints.cypher;C4 - birthPlayerConflict;853
constraints.cypher;C5 - deathPlayerConflict;297
constraints.cypher;C6 - playerAgeConflict;1424
constraints.cypher;C7 - playerTooOldConflict;1436
constraints.cypher;C8 - twoTeamsConflict;152407
constraints.cypher;C14 - marriageConflict;756
constraints.cypher;C16 - birthMarriageConflict;107
constraints.cypher;C17 - deathMarriageConflict;58
constraints.cypher;C18 - playerCoachConflict;266
constraints.cypher;C19 - twoCompaniesConflict;116
constraints.cypher;TOTAL;274445

stats.cypher;Nb triplets;556
stats.cypher;Nb "o";267
stats.cypher;Nb "s";239
stats.cypher;nb "p";229
stats.cypher;Nb "p" links distribution;325
stats.cypher;Nb conflicts distribution;7871
stats.cypher;Nb temporal conflicts;5635
stats.cypher;Distribution of linked "o";318
results.cypher;mapping_Neo4j_wikidata;1184
results.cypher;noConflicts;17
results.cypher;conflicts;9434
